type,latitude,longitude,direction,mrm,id,jurisdiction,route,description,rtmp_url,ios_url,rtsp_url,image_url,active
Traffic Camera,37.35102,-76.72991,EB,234.47,85209,Hampton Roads,I-64,I-64  /  MM 234.47  /  EB  /  0.3 Mi past Exit 234,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads885,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads885/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads885,https://images.skyvdn.com/thumbs/HamptonRoads885.flv.png,1
Traffic Camera,37.35552,-76.73389,WB,234.1,85219,Hampton Roads,I-64,I-64  /  MM 234.1  /  WB  /  0.2 Mi past Exit 234A,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads886,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads886/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads886,https://images.skyvdn.com/thumbs/HamptonRoads886.flv.png,1
Traffic Camera,37.27951,-76.6639,WB,240.46,85229,Hampton Roads,I-64,I-64  /  MM 240.46  /  WB  /  just past Colonial Pkwy overpass,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads871,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads871/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads871,https://images.skyvdn.com/thumbs/HamptonRoads871.flv.png,1
Traffic Camera,37.28156,-76.66647,WB,240.27,85240,Hampton Roads,I-64,I-64  /  MM 240.27  /  WB  /  0.3 Mi past Colonial Pkwy overpass,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads872,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads872/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads872,https://images.skyvdn.com/thumbs/HamptonRoads872.flv.png,1
Traffic Camera,37.28221,-76.66769,EB,240.2,85255,Hampton Roads,I-64,I-64  /  MM 240.2  /  EB  /  0.2 Mi past W Queens Rd overpass,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads873,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads873/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads873,https://images.skyvdn.com/thumbs/HamptonRoads873.flv.png,1
Traffic Camera,37.28952,-76.67265,WB,239.61,85272,Hampton Roads,I-64,I-64  /  MM 239.61  /  WB  /  0.3 Mi past W Queens Rd overpass,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads874,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads874/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads874,https://images.skyvdn.com/thumbs/HamptonRoads874.flv.png,1
Traffic Camera,37.29425,-76.67681,EB,239.24,85291,Hampton Roads,I-64,I-64  /  MM 239.24  /  EB  /  AT Queens Creek bridge,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads875,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads875/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads875,https://images.skyvdn.com/thumbs/HamptonRoads875.flv.png,1
Traffic Camera,37.30015,-76.68014,WB,238.81,85306,Hampton Roads,I-64,I-64  /  MM 238.81  /  WB  /  AT Exit 238,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads876,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads876/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads876,https://images.skyvdn.com/thumbs/HamptonRoads876.flv.png,1
Traffic Camera,37.30495,-76.6847,EB,238.39,85318,Hampton Roads,I-64,I-64  /  MM 238.39  /  EB  /  AT Exit 238,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads877,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads877/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads877,https://images.skyvdn.com/thumbs/HamptonRoads877.flv.png,1
Traffic Camera,37.31279,-76.69007,WB,237.82,85334,Hampton Roads,I-64,I-64  /  MM 237.82  /  WB  /  0.6 Mi past Camp Peary Hub,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads878,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads878/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads878,https://images.skyvdn.com/thumbs/HamptonRoads878.flv.png,1
Traffic Camera,37.31745,-76.69382,EB,237.37,85351,Hampton Roads,I-64,I-64  /  MM 237.37  /  EB  /  1.0 Mi before Camp Peary,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads879,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads879/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads879,https://images.skyvdn.com/thumbs/HamptonRoads879.flv.png,1
Traffic Camera,37.32386,-76.69809,WB,236.95,85365,Hampton Roads,I-64,I-64  /  MM 236.95  /  WB  /  1.5 Mi past Camp Peary Hub,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads880,http://s13.us-east-1.skyvdn.com:1935/rtplive/HamptonRoads880/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/HamptonRoads880,https://images.skyvdn.com/thumbs/HamptonRoads880.flv.png,1
Traffic Camera,37.85079,-77.45507,SB,98.4,85378,Richmond,I-95,I-95  /  MM 98.4  /  SB  /  Doswell,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0984,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0984/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0984,https://images.skyvdn.com/thumbs/RichmondCS095SB0984.flv.png,1
Traffic Camera,37.5365,-77.38294,WB,194.3,85399,Richmond,I-64,I-64  /  MM 194.3  /  WB  /  Nine Mile,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1943,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1943/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB1943,https://images.skyvdn.com/thumbs/RichmondCS064WB1943.flv.png,1
Traffic Camera,37.4948,-77.01608,WB,215,85411,Richmond,I-64,I-64  /  MM 215  /  WB  /  New Kent,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB2150,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB2150/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB2150,https://images.skyvdn.com/thumbs/RichmondCS064WB2150.flv.png,1
Traffic Camera,37.55383,-77.40276,WB,192.7,85424,Richmond,I-64,I-64  /  MM 192.7  /  WB  /  Fairfield,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1927,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1927/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB1927,https://images.skyvdn.com/thumbs/RichmondCS064WB1927.flv.png,1
Traffic Camera,37.63991,-77.45267,SB,83.7,85440,Richmond,I-95,I-95  /  MM 83.7  /  SB  /  Scott Road,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0837,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0837/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0837,https://images.skyvdn.com/thumbs/RichmondCS095SB0837.flv.png,1
Traffic Camera,37.60813,-77.45268,SB,81.2,85451,Richmond,I-95,I-95  /  MM 81.2  /  SB  /  Chamberlayne,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0812,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0812/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0812,https://images.skyvdn.com/thumbs/RichmondCS095SB0812.flv.png,1
Traffic Camera,37.39957,-77.42483,SB,64.9,85466,Richmond,I-95,I-95  /  MM 64.9  /  SB  /  Willis Rd south,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0649,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0649/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0649,https://images.skyvdn.com/thumbs/RichmondCS095SB0649.flv.png,1
Traffic Camera,37.19471,-77.36063,SB,49.1,85481,Richmond,I-95,I-95  /  MM 49.1  /  SB  /  Wagner Rd,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0491,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0491/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0491,https://images.skyvdn.com/thumbs/RichmondCS095SB0491.flv.png,1
Traffic Camera,37.2148,-77.3813,SB,50.9,85498,Richmond,I-95,I-95  /  MM 50.9  /  SB  /  Crater Rd,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0509,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0509/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0509,https://images.skyvdn.com/thumbs/RichmondCS095SB0509.flv.png,1
Traffic Camera,37.59877,-77.35187,NB,36.3,85514,Richmond,I-295,I-295  /  MM 36.3  /  NB  /  Cold Harbor,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS295NB0363,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS295NB0363/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS295NB0363,https://images.skyvdn.com/thumbs/RichmondCS295NB0363.flv.png,1
Traffic Camera,37.22161,-77.39083,NB,51.5,85531,Richmond,I-95,"I-95  /  MM 51.5  /  NB  /  ""85/95""",rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0515,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0515/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0515,https://images.skyvdn.com/thumbs/RichmondCS095NB0515.flv.png,1
Traffic Camera,37.753325,-77.45809,SB,91.7,85550,Richmond,I-95,I-95  /  MM 91.7  /  SB  /  Ashland / Rte 54,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0917,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0917/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0917,https://images.skyvdn.com/thumbs/RichmondCS095SB0917.flv.png,1
Traffic Camera,37.35488,-77.4049,SB,61.4,85573,Richmond,I-95,I-95  /  MM 61.4  /  SB  /  Rte 10,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0614,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0614/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0614,https://images.skyvdn.com/thumbs/RichmondCS095SB0614.flv.png,1
Traffic Camera,37.7175,-77.44773,NB,89.1,85592,Richmond,I-95,I-95  /  MM 89.1  /  NB  /  Lewistown,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0891,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0891/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0891,https://images.skyvdn.com/thumbs/RichmondCS095NB0891.flv.png,1
Traffic Camera,37.37735,-77.4293,SB,1,85608,Richmond,VA-288,VA-288 / SB / West of US-1,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS288SB0010,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS288SB0010/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS288SB0010,https://images.skyvdn.com/thumbs/RichmondCS288SB0010.flv.png,1
Traffic Camera,37.58281,-77.47381,NB,3.1,85625,Richmond,I-195,I-195  /  MM 3.1  /  NB  /  195 Laburnum exit south end,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS195NB0031,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS195NB0031/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS195NB0031,https://images.skyvdn.com/thumbs/RichmondCS195NB0031.flv.png,1
Traffic Camera,37.52971,-77.3672,EB,195,85641,Richmond,I-64,I-64  /  MM 195  /  EB  /  Laburnum exit north end,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1950,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1950/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB1950,https://images.skyvdn.com/thumbs/RichmondCS064EB1950.flv.png,1
Traffic Camera,37.48253,-77.43139,SB,70.9,85657,Richmond,I-95,I-95  /  MM 70.9  /  SB  /  Bells Rd,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0709,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0709/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0709,https://images.skyvdn.com/thumbs/RichmondCS095SB0709.flv.png,1
Traffic Camera,37.57031,-77.477183,NB,2.2,85677,Richmond,I-195,I-195  /  MM 2.2  /  NB  /  Broad St exit,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS195NB0022,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS195NB0022/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS195NB0022,https://images.skyvdn.com/thumbs/RichmondCS195NB0022.flv.png,1
Traffic Camera,37.67337,-77.65285,EB,175,85697,Richmond,I-64,I-64  /  MM 175  /  EB  /  Goochland (64E @ 288S),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1750,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1750/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB1750,https://images.skyvdn.com/thumbs/RichmondCS064EB1750.flv.png,1
Traffic Camera,37.549862,-77.435211,NB,76,85711,Richmond,I-95,I-95  /  MM 76  /  NB  /  1st St / Chamberlayne,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0760,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0760/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0760,https://images.skyvdn.com/thumbs/RichmondCS095NB0760.flv.png,1
Traffic Camera,37.580139,-77.468948,SB,78.8,85725,Richmond,I-95,I-95  /  MM 78.8  /  SB  /  Tech Ctr (95N @ 64W),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0788,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0788/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0788,https://images.skyvdn.com/thumbs/RichmondCS095SB0788.flv.png,1
Traffic Camera,37.5904,-77.4688,NB,79,85740,Richmond,I-95,I-95  /  MM 79  /  NB  /  Hermitage / Bryan Pk,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0790,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0790/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0790,https://images.skyvdn.com/thumbs/RichmondCS095NB0790.flv.png,1
Traffic Camera,37.37453,-77.4058,NB,62.8,85755,Richmond,I-95,"I-95  /  MM 62.8  /  NB  /  ""62""",rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0628,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0628/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0628,https://images.skyvdn.com/thumbs/RichmondCS095NB0628.flv.png,1
Traffic Camera,37.55705,-77.41135,WB,192.1,85772,Richmond,I-64,I-64  /  MM 192.1  /  WB  /  Mechanicsville,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1921,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1921/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB1921,https://images.skyvdn.com/thumbs/RichmondCS064WB1921.flv.png,1
Traffic Camera,37.560349,-77.453972,SB,77.4,85787,Richmond,I-95,I-95  /  MM 77.4  /  SB  /  Lombardy / Bus Depot,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0774,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0774/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0774,https://images.skyvdn.com/thumbs/RichmondCS095SB0774.flv.png,1
Traffic Camera,37.6844,-77.4515,NB,86,85801,Richmond,I-95,"I-95  /  MM 86  /  NB  /  ""86""  Sliding Hill",rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0860,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0860/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0860,https://images.skyvdn.com/thumbs/RichmondCS095NB0860.flv.png,1
Traffic Camera,37.6546,-77.4503,NB,84,85808,Richmond,I-95,"I-95  /  MM 84  /  NB  /  ""84""   95N @ 295",rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0840,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0840/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0840,https://images.skyvdn.com/thumbs/RichmondCS095NB0840.flv.png,1
Traffic Camera,37.570362,-77.454483,SB,78,85821,Richmond,I-95,I-95  /  MM 78  /  SB  /  Boulevard / Dairy,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0780,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0780/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0780,https://images.skyvdn.com/thumbs/RichmondCS095SB0780.flv.png,1
Traffic Camera,37.658966,-77.610626,WB,177,85836,Richmond,I-64,I-64  /  MM 177  /  WB  /  Pouncy Tract,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1770,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1770/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB1770,https://images.skyvdn.com/thumbs/RichmondCS064WB1770.flv.png,1
Traffic Camera,37.594013,-77.49511,EB,185.2,85852,Richmond,I-64,I-64  /  MM 185.2  /  EB  /  Staples Mill,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1852,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1852/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB1852,https://images.skyvdn.com/thumbs/RichmondCS064EB1852.flv.png,1
Traffic Camera,37.553963,-77.446007,SB,76.9,85866,Richmond,I-95,I-95  /  MM 76.9  /  SB  /  Belvidere,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0769,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0769/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0769,https://images.skyvdn.com/thumbs/RichmondCS095SB0769.flv.png,1
Traffic Camera,37.24226,-77.3952,SB,53.2,85881,Richmond,I-95,I-95  /  MM 53.2  /  SB  /  South Park,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0532,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0532/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0532,https://images.skyvdn.com/thumbs/RichmondCS095SB0532.flv.png,1
Traffic Camera,37.51948,-77.26717,EB,201,85895,Richmond,I-64,"I-64  /  MM 201  /  EB  /  ""200""",rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB2010,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB2010/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB2010,https://images.skyvdn.com/thumbs/RichmondCS064EB2010.flv.png,1
Traffic Camera,37.601803,-77.525955,EB,184,85906,Richmond,I-64,I-64  /  MM 184  /  EB  /  Broad / Glenside,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1840,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1840/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB1840,https://images.skyvdn.com/thumbs/RichmondCS064EB1840.flv.png,1
Traffic Camera,37.25715556,-77.39970833,SB,54,85921,Richmond,I-95,I-95  /  MM 54  /  SB  /  Temple,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0540,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0540/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0540,https://images.skyvdn.com/thumbs/RichmondCS095SB0540.flv.png,1
Traffic Camera,37.41748,-77.42725,NB,66.1,85935,Richmond,I-95,I-95  /  MM 66.1  /  NB  /  Willis,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0661,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0661/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0661,https://images.skyvdn.com/thumbs/RichmondCS095NB0661.flv.png,1
Traffic Camera,37.64537,-77.594322,EB,179,85951,Richmond,I-64,I-64  /  MM 179  /  EB  /  Short Pump,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1790,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064EB1790/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064EB1790,https://images.skyvdn.com/thumbs/RichmondCS064EB1790.flv.png,1
Traffic Camera,37.53594,-77.43044,SB,74,85966,Richmond,I-95,I-95  /  MM 74  /  SB  /  Franklin St / Monroe Bldg,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0740,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095SB0740/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095SB0740,https://images.skyvdn.com/thumbs/RichmondCS095SB0740.flv.png,1
Traffic Camera,37.54696,-77.42948,NB,75.5,85981,Richmond,I-95,I-95  /  MM 75.5  /  NB  /  7th St (95N @ 64E),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0755,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS095NB0755/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS095NB0755,https://images.skyvdn.com/thumbs/RichmondCS095NB0755.flv.png,1
Traffic Camera,37.55479,-77.42576,WB,190,85996,Richmond,I-64,I-64  /  MM 190  /  WB  /  Shockoe,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1900,http://s13.us-east-1.skyvdn.com:1935/rtplive/RichmondCS064WB1900/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/RichmondCS064WB1900,https://images.skyvdn.com/thumbs/RichmondCS064WB1900.flv.png,1
Traffic Camera,37.3858,-79.062567,EB,11,86011,Salem,US-460,US-460 / EB / Mt Athos Rd (VA-726),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460MtAthos,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460MtAthos/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460MtAthos,https://images.skyvdn.com/thumbs/SalemUS460MtAthos.flv.png,1
Traffic Camera,37.149514,-80.398396,EB,5,86027,Salem,US-460,US-460 / EB / Ellett Rd (VA-723),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460BPEllettRoad,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460BPEllettRoad/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460BPEllettRoad,https://images.skyvdn.com/thumbs/SalemUS460BPEllettRoad.flv.png,0
Traffic Camera,37.39091,-79.08858,NB,76,86042,Salem,US-29,US-29 / NB / Pleasant Valley Rd (North from US-460 Split),rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460PleasantValley,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460PleasantValley/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460PleasantValley,https://images.skyvdn.com/thumbs/SalemUS460PleasantValley.flv.png,1
Traffic Camera,37.35596,-79.16945,EB,9,86057,Salem,US-460,US-460 / EB / Liberty Mtn Dr,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460LibertyMtn,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460LibertyMtn/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460LibertyMtn,https://images.skyvdn.com/thumbs/SalemUS460LibertyMtn.flv.png,1
Traffic Camera,37.339995,-79.1905,EB,8,86072,Salem,US-460,US-460 / EB / Wards Rd (US-29) south of Lynchburg,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460US29BusWards,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460US29BusWards/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460US29BusWards,https://images.skyvdn.com/thumbs/SalemUS460US29BusWards.flv.png,1
Traffic Camera,37.37833,-79.13025,EB,10,86085,Salem,US-460,US-460 / EB / US-501 and US-460 BUS SE of Lynchburg,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460US501,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS460US501/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS460US501,https://images.skyvdn.com/thumbs/SalemUS460US501.flv.png,1
Traffic Camera,36.687535,-78.90025,WB,3,86100,Salem,US-58,US-58 / WB / US-501 - South Boston,rtmp://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS58US501Phillpot,http://s13.us-east-1.skyvdn.com:1935/rtplive/SalemUS58US501Phillpot/playlist.m3u8,rtsp://s13.us-east-1.skyvdn.com/rtplive/SalemUS58US501Phillpot,https://images.skyvdn.com/thumbs/SalemUS58US501Phillpot.flv.png,1
